active_rank,player_name,rating,games_played,confidence,last_seen,days_inactive,uncertainty,is_active
,PixeledPink,1790.18,1,0.03,2025-10-18,22,1.0,False
,Tak,1787.19,1,0.03,2025-10-25,15,1.0,False
,Chaobacca,1785.52,1,0.03,2025-09-22,48,1.0,False
,Mamalitaoh,1779.01,1,0.03,2025-08-13,88,1.0,False
,Void,1776.0,2,0.07,2025-10-08,32,1.25,False
,mfloresgalindo,1775.15,1,0.03,2025-10-17,23,1.0,False
,beebo,1772.76,1,0.03,2025-08-06,95,1.0,False
,whazupbillion,1769.63,29,0.97,2025-10-31,9,1.075,False
25,JarJar,1768.67,28,0.93,2025-11-08,1,1.075,True
,Wolf of Dresden,1762.66,1,0.03,2025-10-25,15,1.0,False
,Das Vieh,1761.42,1,0.03,2025-07-24,108,1.0,False
,Chill,1754.16,1,0.03,2025-07-29,103,1.0,False
,Fr@nkenh0lz,1747.87,2,0.07,2025-08-18,83,1.075,False
,PandaKitten,1746.99,1,0.03,2025-10-04,36,1.0,False
