active_rank,player_name,rating,raw_rating,games_played,confidence,last_seen,days_inactive,uncertainty,is_active
1,Bidderlyn,2845.33,2133.9,121,1.0,2026-01-23,0,1.025,True
2,N Prime,2746.12,1987.48,88,1.0,2026-01-20,3,1.025,True
3,Jeeda Sensei,2733.64,1975.49,54,1.0,2026-01-23,0,1.025,True
,Zu,2725.54,1967.97,56,1.0,2025-11-28,56,1.1,False
4,Quali,2674.76,1925.08,152,1.0,2026-01-23,0,1.025,True
,soc.from.ub.kodao,2644.83,1902.57,63,1.0,2025-11-08,76,1.15,False
5,Blumpo Gripliskin,2606.9,1876.37,70,1.0,2026-01-23,0,1.025,True
6,luisarlen23,2585.02,1862.26,25,0.83,2026-01-22,1,1.1,True
7,S31gn3ur Chr3t13n,2583.13,1861.08,113,1.0,2026-01-23,0,1.05,True
8,camoutbussin,2555.79,1844.4,41,1.0,2026-01-22,1,1.05,True
,m.melkowski1,2529.13,1828.98,42,1.0,2026-01-02,21,1.05,False
9,Skoops!,2481.41,1803.14,64,1.0,2026-01-22,1,1.05,True
,Rubens,2454.23,1789.32,58,1.0,2025-12-09,45,1.025,False
,btroitsk,2448.91,1786.67,96,1.0,2026-01-10,13,1.025,False
10,doniatka,2440.85,1782.72,30,1.0,2026-01-19,4,1.1,True
11,Xrenoid,2419.87,1772.63,102,1.0,2026-01-23,0,1.05,True
12,Siker_7,2419.76,1772.58,30,1.0,2026-01-22,1,1.025,True
,Mubirobiro [BR],2418.04,1771.77,56,1.0,2025-12-30,24,1.1,False
,austin_midd,2282.3,1712.95,17,0.57,2025-12-20,34,1.025,False
,Rosewood,2218.78,1688.39,48,1.0,2025-10-08,107,1.025,False
,Jhon Whisky,2195.59,1679.8,5,0.17,2026-01-13,10,1.25,False
,Covert Skeleton,2169.62,1670.4,60,1.0,2026-01-15,8,1.25,False
13,maximeeepje,2168.27,1669.92,48,1.0,2026-01-22,1,1.025,True
,群傻搬象Sesquipedalianism,2153.0,1664.5,7,0.23,2025-08-13,163,1.025,False
14,TheHunter222,2125.27,1654.84,41,1.0,2026-01-22,1,1.025,True
,Kozlak,2110.14,1649.66,35,1.0,2025-10-09,106,1.1,False
15,ricardo_lbrugnago,2095.59,1644.74,10,0.33,2026-01-17,6,1.25,True
,Madnukin,2093.41,1644.01,22,0.73,2025-11-21,63,1.05,False
,Dan,2091.68,1643.43,13,0.43,2025-12-03,51,1.025,False
,Ghost,2087.51,1642.04,59,1.0,2025-10-19,96,1.175,False
16,Reynauld,2080.45,1639.69,12,0.4,2026-01-23,0,1.1,True
,jax,2071.07,1636.58,43,1.0,2025-11-03,81,1.1,False
,AGR_Inbound,2056.08,1631.67,6,0.2,2025-12-03,51,1.05,False
17,Dreamweaver,2048.43,1629.18,66,1.0,2026-01-23,0,1.025,True
18,gitm_4,2024.09,1621.37,14,0.47,2026-01-16,7,1.05,True
,Miroko,2009.49,1616.74,22,0.73,2025-11-22,62,1.025,False
,Nocek,2002.33,1614.5,16,0.53,2025-12-10,44,1.1,False
19,genevrier_ou,1993.33,1611.68,23,0.77,2026-01-23,0,1.025,True
,elmrealm,1984.18,1608.84,37,1.0,2025-11-21,63,1.075,False
,Vadd,1920.81,1589.65,4,0.13,2025-12-05,49,1.2,False
,Spirit,1914.69,1587.85,6,0.2,2025-10-08,107,1.05,False
,Booorman,1906.87,1585.54,10,0.33,2025-12-09,45,1.075,False
,Dopamine,1906.54,1585.44,9,0.3,2025-08-16,160,1.075,False
,Hakon,1887.04,1579.75,14,0.47,2025-09-11,134,1.025,False
,Laska,1869.78,1574.77,13,0.43,2026-01-14,9,1.05,False
,Alvarin,1868.96,1574.54,66,1.0,2025-12-12,42,1.25,False
,Sigmar Male,1868.76,1574.48,7,0.23,2025-10-29,86,1.25,False
20,masterv5983,1864.74,1573.33,105,1.0,2026-01-21,2,1.025,True
,Ernesto Quesidala Bombo,1854.54,1570.42,4,0.13,2025-08-05,171,1.025,False
21,Conroy Milk,1845.46,1567.85,16,0.53,2026-01-23,0,1.025,True
,DIBRAS,1839.02,1566.03,6,0.2,2025-12-31,23,1.05,False
,Madok,1834.98,1564.89,10,0.33,2025-12-25,29,1.25,False
