active_rank,player_name,rating,raw_rating,games_played,confidence,last_seen,days_inactive,uncertainty,is_active
1,Bidderlyn,2834.57,2126.77,135,1.0,2026-02-16,0,1.025,True
2,Jeeda Sensei,2810.07,2079.53,77,1.0,2026-02-16,0,1.025,True
3,N Prime,2762.78,2021.36,91,1.0,2026-02-09,7,1.225,True
4,Quali,2714.68,1973.71,176,1.0,2026-02-16,0,1.025,True
,Zu,2708.32,1967.97,56,1.0,2025-11-28,80,1.1,False
5,S31gn3ur Chr3t13n,2695.83,1957.04,136,1.0,2026-02-16,0,1.025,True
6,luisarlen23,2642.95,1914.86,35,1.0,2026-02-10,6,1.075,True
,soc.from.ub.kodao,2626.05,1902.57,63,1.0,2025-11-08,100,1.15,False
,Blumpo Gripliskin,2587.66,1876.37,70,1.0,2026-01-23,24,1.025,False
7,camoutbussin,2558.0,1857.57,45,1.0,2026-02-16,0,1.25,True
8,Skoops!,2511.92,1830.41,80,1.0,2026-02-12,4,1.025,True
,m.melkowski1,2509.37,1828.98,42,1.0,2026-01-02,45,1.05,False
9,Siker_7,2470.75,1807.94,46,1.0,2026-02-16,0,1.025,True
10,Xrenoid,2467.9,1806.45,112,1.0,2026-02-15,1,1.05,True
,Rubens,2434.44,1789.32,58,1.0,2025-12-09,69,1.025,False
,doniatka,2421.09,1782.72,30,1.0,2026-01-19,28,1.1,False
,Mubirobiro [BR],2398.37,1771.77,56,1.0,2025-12-30,48,1.1,False
11,btroitsk,2303.11,1729.19,100,1.0,2026-02-16,0,1.25,True
,Conroy Milk,2294.09,1725.4,28,0.93,2026-02-07,9,1.025,False
12,Skit,2280.37,1719.71,31,1.0,2026-02-16,0,1.05,True
,austin_midd,2263.79,1712.95,17,0.57,2025-12-20,58,1.025,False
,Rosewood,2201.13,1688.39,48,1.0,2025-10-08,131,1.025,False
,Jhon Whisky,2178.3,1679.8,5,0.17,2026-01-13,34,1.25,False
,Covert Skeleton,2152.75,1670.4,60,1.0,2026-01-15,32,1.25,False
13,fmc91,2137.52,1664.9,19,0.63,2026-02-16,0,1.025,True
