player1,player2,total_encounters,p1_wins,p2_wins,p1_avg_rank,p2_avg_rank,avg_combined_rank,closeness,elite_score
hrejarz2,m.melkowski1,10,0,10,20.7,7.5,14.1,0.0,0.71
Bidderlyn,Covert Skeleton,9,9,0,4.33,11.67,8.0,0.0,1.12
Bidderlyn,Tv0r9,7,7,0,6.29,18.29,12.29,0.0,0.57
Covert Skeleton,Quali,10,4,6,10.3,12.7,11.5,0.7273,0.87
Covert Skeleton,Xrenoid,9,5,4,11.56,10.22,10.89,0.8466,0.83
Covert Skeleton,btroitsk,8,2,6,10.62,8.25,9.44,0.4167,0.85
Covert Skeleton,m.melkowski1,8,2,6,10.25,7.12,8.69,0.4167,0.92
Quali,Tv0r9,9,8,1,10.44,19.33,14.89,0.1646,0.6
Tv0r9,Xrenoid,7,2,5,16.43,9.57,13.0,0.4969,0.54
Tv0r9,btroitsk,8,0,8,21.75,7.25,14.5,0.0,0.55
Tv0r9,m.melkowski1,10,2,8,21.0,7.3,14.15,0.3077,0.71
Bidderlyn,Dreamweaver,35,34,1,2.63,14.8,8.71,0.0216,4.02
Bidderlyn,JarJar,28,27,1,3.0,18.21,10.61,0.0311,2.64
Bidderlyn,Rubens,7,6,1,3.14,6.57,4.86,0.2286,1.44
Bidderlyn,S31gn3ur Chr3t13n,45,35,10,3.62,6.76,5.19,0.1975,8.67
Bidderlyn,austin_midd,12,11,1,3.08,8.75,5.92,0.1111,2.03
Bidderlyn,camoutbussin,24,21,3,2.21,6.33,4.27,0.1316,5.62
Bidderlyn,danger guy,7,7,0,3.57,18.14,10.86,0.0,0.64
Bidderlyn,masterv5983,31,30,1,2.35,14.74,8.55,0.0263,3.63
Covert Skeleton,S31gn3ur Chr3t13n,7,3,4,10.29,8.14,9.21,0.8163,0.76
Dreamweaver,JarJar,21,15,6,13.05,17.48,15.26,0.3941,1.38
Dreamweaver,Quali,47,6,41,13.7,6.64,10.17,0.0928,4.62
Dreamweaver,S31gn3ur Chr3t13n,31,2,29,14.45,5.81,10.13,0.0549,3.06
Dreamweaver,Xrenoid,25,4,21,14.28,7.64,10.96,0.173,2.28
Dreamweaver,btroitsk,19,8,11,14.53,10.68,12.61,0.7323,1.51
Dreamweaver,camoutbussin,18,2,16,15.06,6.94,11.0,0.1307,1.64
Dreamweaver,m.melkowski1,18,3,15,17.0,7.22,12.11,0.2083,1.49
Dreamweaver,masterv5983,18,9,9,14.39,13.28,13.83,1.0,1.3
JarJar,Quali,38,5,33,17.05,7.21,12.13,0.1096,3.13
JarJar,S31gn3ur Chr3t13n,26,2,24,15.62,7.46,11.54,0.0733,2.25
JarJar,Xrenoid,23,4,19,17.91,8.35,13.13,0.1988,1.75
JarJar,austin_midd,9,0,9,19.44,8.67,14.06,0.0,0.64
JarJar,btroitsk,13,3,10,15.38,10.54,12.96,0.3419,1.0
JarJar,camoutbussin,14,1,13,17.43,4.5,10.96,0.0893,1.28
JarJar,m.melkowski1,16,3,13,16.38,7.5,11.94,0.25,1.34
JarJar,masterv5983,22,6,16,16.32,13.45,14.89,0.3636,1.48
Mubirobiro [BR],S31gn3ur Chr3t13n,7,4,3,7.71,10.43,9.07,0.8163,0.77
Quali,Rubens,8,2,6,12.0,7.38,9.69,0.4167,0.83
Quali,S31gn3ur Chr3t13n,58,25,33,6.6,5.9,6.25,0.6158,9.28
Quali,austin_midd,15,10,5,6.87,10.0,8.43,0.5333,1.78
Quali,camoutbussin,29,14,15,7.62,7.34,7.48,0.9195,3.88
Quali,danger guy,11,8,3,9.36,16.64,13.0,0.4364,0.85
Quali,masterv5983,42,34,8,7.07,14.55,10.81,0.1656,3.89
Rubens,m.melkowski1,8,4,4,7.5,7.62,7.56,1.0,1.06
Rubens,masterv5983,7,5,2,7.57,12.43,10.0,0.4969,0.7
S31gn3ur Chr3t13n,Xrenoid,29,22,7,6.79,11.03,8.91,0.2759,3.25
S31gn3ur Chr3t13n,austin_midd,8,1,7,9.25,6.5,7.88,0.1923,1.02
S31gn3ur Chr3t13n,btroitsk,17,9,8,8.41,9.18,8.79,0.8964,1.93
S31gn3ur Chr3t13n,camoutbussin,20,7,13,7.5,6.3,6.9,0.5385,2.9
S31gn3ur Chr3t13n,m.melkowski1,27,13,14,7.37,6.96,7.17,0.9171,3.77
S31gn3ur Chr3t13n,masterv5983,26,22,4,6.85,14.38,10.62,0.1619,2.45
Xrenoid,austin_midd,9,5,4,10.44,9.78,10.11,0.8466,0.89
Xrenoid,camoutbussin,15,4,11,9.53,7.67,8.6,0.3951,1.74
Xrenoid,danger guy,7,6,1,8.0,17.0,12.5,0.2286,0.56
Xrenoid,masterv5983,22,19,3,8.95,16.18,12.57,0.1515,1.75
austin_midd,camoutbussin,7,2,5,12.86,5.43,9.14,0.4969,0.77
austin_midd,m.melkowski1,10,3,7,11.4,6.3,8.85,0.5,1.13
austin_midd,masterv5983,12,9,3,8.42,13.5,10.96,0.3846,1.1
btroitsk,camoutbussin,13,6,7,9.38,8.15,8.77,0.8791,1.48
btroitsk,danger guy,11,10,1,4.82,17.0,10.91,0.1254,1.01
btroitsk,masterv5983,13,10,3,8.62,13.15,10.88,0.3419,1.19
camoutbussin,m.melkowski1,17,9,8,8.53,6.41,7.47,0.8964,2.28
camoutbussin,masterv5983,19,15,4,8.89,15.68,12.29,0.2716,1.55
danger guy,m.melkowski1,9,1,8,16.56,7.44,12.0,0.1646,0.75
danger guy,masterv5983,7,4,3,15.29,15.71,15.5,0.8163,0.45
m.melkowski1,masterv5983,20,18,2,5.6,15.05,10.32,0.1111,1.94
Bidderlyn,Blumpo Gripliskin,12,9,3,3.67,4.17,3.92,0.3846,3.06
Bidderlyn,TheHunter222,20,18,2,3.25,13.85,8.55,0.1111,2.34
Bidderlyn,Zu,7,2,5,7.29,4.71,6.0,0.4969,1.17
Blumpo Gripliskin,Dreamweaver,7,7,0,5.14,17.86,11.5,0.0,0.61
Blumpo Gripliskin,Quali,14,8,6,5.71,6.57,6.14,0.7792,2.28
Blumpo Gripliskin,S31gn3ur Chr3t13n,9,5,4,6.67,9.44,8.06,0.8466,1.12
Blumpo Gripliskin,btroitsk,7,6,1,2.86,5.29,4.07,0.2286,1.72
Blumpo Gripliskin,m.melkowski1,7,6,1,3.29,8.0,5.64,0.2286,1.24
Dreamweaver,TheHunter222,11,2,9,17.18,9.73,13.45,0.2694,0.82
Quali,Zu,7,1,6,13.14,4.57,8.86,0.2286,0.79
S31gn3ur Chr3t13n,TheHunter222,16,13,3,6.44,12.69,9.56,0.25,1.67
TheHunter222,m.melkowski1,13,3,10,11.38,7.54,9.46,0.3419,1.37
Zu,btroitsk,10,7,3,4.7,9.4,7.05,0.5,1.42
Zu,m.melkowski1,8,6,2,4.38,10.25,7.31,0.4167,1.09
Bidderlyn,Nocek,7,6,1,8.43,16.71,12.57,0.2286,0.56
Bidderlyn,Odin_Gr,10,10,0,3.9,16.9,10.4,0.0,0.96
Dan,Nocek,11,4,7,10.09,10.18,10.14,0.6324,1.09
Dan,S31gn3ur Chr3t13n,7,5,2,10.43,10.71,10.57,0.4969,0.66
Dan,danger guy,7,5,2,9.43,17.57,13.5,0.4969,0.52
Nocek,Odin_Gr,7,4,3,15.86,19.0,17.43,0.8163,0.4
Nocek,Quali,13,4,9,12.54,9.23,10.88,0.4923,1.19
Nocek,S31gn3ur Chr3t13n,9,3,6,13.89,9.22,11.56,0.5797,0.78
Nocek,Zu,7,0,7,17.0,5.43,11.21,0.0,0.62
Nocek,btroitsk,13,4,9,12.23,7.92,10.08,0.4923,1.29
Nocek,camoutbussin,7,1,6,16.43,7.57,12.0,0.2286,0.58
Nocek,danger guy,7,7,0,10.43,18.57,14.5,0.0,0.48
Nocek,m.melkowski1,13,5,8,13.23,6.54,9.88,0.6689,1.32
Odin_Gr,Quali,13,2,11,18.08,8.77,13.42,0.2122,0.97
Odin_Gr,S31gn3ur Chr3t13n,7,1,6,19.86,6.57,13.21,0.2286,0.53
Odin_Gr,camoutbussin,8,2,6,13.75,8.38,11.06,0.4167,0.72
Odin_Gr,m.melkowski1,9,1,8,20.0,5.78,12.89,0.1646,0.7
Quali,mjwb,8,7,1,7.75,21.12,14.44,0.1923,0.55
TheHunter222,camoutbussin,7,0,7,12.43,5.86,9.14,0.0,0.77
Bidderlyn,Laska,14,13,1,4.14,15.14,9.64,0.0893,1.45
JarJar,Laska,10,5,5,15.2,14.8,15.0,1.0,0.67
Laska,S31gn3ur Chr3t13n,8,2,6,14.38,8.62,11.5,0.4167,0.7
Laska,m.melkowski1,8,1,7,16.5,6.0,11.25,0.1923,0.71
S31gn3ur Chr3t13n,[WGS-B] BK,7,7,0,7.57,22.0,14.79,0.0,0.47
[WGS-B] BK,m.melkowski1,7,0,7,21.71,5.57,13.64,0.0,0.51
Dreamweaver,Nocek,7,1,6,12.86,8.57,10.71,0.2286,0.65
Nocek,Xrenoid,9,3,6,14.78,12.78,13.78,0.5797,0.65
Quali,Xial,8,7,1,7.25,18.0,12.62,0.1923,0.63
Bidderlyn,blankE,36,34,2,3.14,14.92,9.03,0.0427,3.99
Bidderlyn,genevrier_ou,27,26,1,2.85,14.96,8.91,0.0329,3.03
Bidderlyn,juicyteach,12,12,0,2.83,20.5,11.67,0.0,1.03
Dreamweaver,blankE,30,18,12,13.4,14.2,13.8,0.6154,2.17
Dreamweaver,genevrier_ou,24,12,12,12.79,14.79,13.79,1.0,1.74
JarJar,TheHunter222,12,4,8,16.08,12.67,14.38,0.5556,0.83
JarJar,blankE,23,7,16,17.43,15.96,16.7,0.4198,1.38
JarJar,genevrier_ou,18,5,13,18.0,14.72,16.36,0.3968,1.1
Laska,TheHunter222,8,3,5,14.38,12.38,13.38,0.6818,0.6
Laska,blankE,11,8,3,14.64,17.36,16.0,0.4364,0.69
S31gn3ur Chr3t13n,blankE,35,34,1,5.4,15.54,10.47,0.0216,3.34
S31gn3ur Chr3t13n,genevrier_ou,24,24,0,4.88,16.29,10.58,0.0,2.27
S31gn3ur Chr3t13n,juicyteach,10,9,1,5.8,21.3,13.55,0.1429,0.74
TheHunter222,blankE,13,10,3,11.54,15.31,13.42,0.3419,0.97
TheHunter222,genevrier_ou,7,5,2,13.0,14.86,13.93,0.4969,0.5
blankE,btroitsk,10,2,8,15.3,8.3,11.8,0.3077,0.85
blankE,camoutbussin,20,3,17,16.5,7.6,12.05,0.1765,1.66
blankE,genevrier_ou,24,14,10,14.12,15.12,14.62,0.6944,1.64
blankE,juicyteach,8,5,3,16.5,20.38,18.44,0.6818,0.43
blankE,m.melkowski1,18,1,17,15.28,6.11,10.69,0.0617,1.68
btroitsk,genevrier_ou,10,7,3,10.5,16.9,13.7,0.5,0.73
camoutbussin,genevrier_ou,14,11,3,7.86,15.86,11.86,0.3061,1.18
juicyteach,m.melkowski1,7,0,7,19.57,5.43,12.5,0.0,0.56
Bidderlyn,khang.pham2401,24,24,0,2.12,16.67,9.4,0.0,2.55
Bidderlyn,t.lewis140,10,10,0,3.5,19.9,11.7,0.0,0.85
Bidderlyn,z_iodine,13,13,0,2.31,20.85,11.58,0.0,1.12
Laska,Xrenoid,9,3,6,14.11,7.78,10.94,0.5797,0.82
TheHunter222,Xrenoid,13,5,8,14.46,8.85,11.65,0.6689,1.12
TheHunter222,hrejarz2,7,7,0,13.0,23.71,18.36,0.0,0.38
TheHunter222,khang.pham2401,10,8,2,14.5,21.3,17.9,0.3077,0.56
Xrenoid,blankE,27,21,6,9.22,13.89,11.56,0.254,2.34
Xrenoid,khang.pham2401,18,14,4,10.5,17.89,14.19,0.2963,1.27
Xrenoid,t.lewis140,9,7,2,11.89,19.0,15.44,0.3556,0.58
Xrenoid,z_iodine,11,9,2,10.0,19.73,14.86,0.2694,0.74
austin_midd,blankE,9,7,2,9.78,16.56,13.17,0.3556,0.68
austin_midd,khang.pham2401,10,8,2,9.0,18.9,13.95,0.3077,0.72
blankE,hrejarz2,13,9,4,15.15,20.08,17.62,0.4923,0.74
blankE,khang.pham2401,13,5,8,16.69,16.62,16.65,0.6689,0.78
blankE,t.lewis140,7,5,2,10.71,18.29,14.5,0.4969,0.48
blankE,z_iodine,7,6,1,13.14,24.57,18.86,0.2286,0.37
btroitsk,khang.pham2401,12,11,1,7.92,20.17,14.04,0.1111,0.85
btroitsk,z_iodine,8,7,1,6.88,18.75,12.81,0.1923,0.62
hrejarz2,khang.pham2401,10,1,9,21.9,16.3,19.1,0.1429,0.52
khang.pham2401,z_iodine,8,4,4,16.62,18.12,17.38,1.0,0.46
Bidderlyn,bullzebub,11,11,0,2.73,17.09,9.91,0.0,1.11
Laska,Quali,11,2,9,12.64,7.27,9.95,0.2694,1.11
Laska,masterv5983,10,5,5,13.2,15.5,14.35,1.0,0.7
ManBonAs,Quali,11,2,9,20.0,7.55,13.77,0.2694,0.8
ManBonAs,khang.pham2401,7,6,1,17.29,20.29,18.79,0.2286,0.37
ManBonAs,masterv5983,9,2,7,19.0,14.0,16.5,0.3556,0.55
Quali,bullzebub,15,12,3,7.53,16.53,12.03,0.2759,1.25
Quali,hubby26,11,9,2,9.18,18.45,13.82,0.2694,0.8
Quali,juicyteach,12,12,0,4.5,20.17,12.33,0.0,0.97
Quali,khang.pham2401,29,29,0,5.72,17.9,11.81,0.0,2.46
Quali,t.lewis140,10,9,1,5.7,21.2,13.45,0.1429,0.74
TheHunter222,masterv5983,11,8,3,11.09,17.09,14.09,0.4364,0.78
btroitsk,hubby26,8,8,0,4.5,19.5,12.0,0.0,0.67
bullzebub,khang.pham2401,10,6,4,16.1,17.9,17.0,0.7273,0.59
bullzebub,masterv5983,9,3,6,18.0,15.33,16.67,0.5797,0.54
hrejarz2,masterv5983,13,2,11,20.92,12.77,16.85,0.2122,0.77
hubby26,masterv5983,7,4,3,18.57,19.14,18.86,0.8163,0.37
juicyteach,masterv5983,9,2,7,19.78,14.33,17.06,0.3556,0.53
khang.pham2401,masterv5983,15,3,12,18.27,13.73,16.0,0.2759,0.94
masterv5983,t.lewis140,8,7,1,14.5,21.25,17.88,0.1923,0.45
Bananahammockjoe,Bidderlyn,8,0,8,23.12,1.62,12.38,0.0,0.65
Bananahammockjoe,Dreamweaver,8,1,7,22.88,12.0,17.44,0.1923,0.46
Bananahammockjoe,Quali,12,0,12,22.42,5.5,13.96,0.0,0.86
Bidderlyn,doniatka,25,25,0,1.72,8.0,4.86,0.0,5.14
Dreamweaver,doniatka,14,0,14,16.36,8.71,12.54,0.0,1.12
Dreamweaver,maximeeepje,7,4,3,12.86,15.14,14.0,0.8163,0.5
Quali,doniatka,28,20,8,6.29,8.04,7.16,0.3571,3.91
Xrenoid,doniatka,21,10,11,10.71,7.62,9.17,0.907,2.29
btroitsk,doniatka,9,5,4,6.22,6.89,6.56,0.8466,1.37
doniatka,m.melkowski1,16,6,10,8.69,7.12,7.91,0.625,2.02
hubby26,m.melkowski1,7,0,7,15.29,7.43,11.36,0.0,0.62
Dreamweaver,luisarlen23,19,3,16,13.0,8.53,10.76,0.1914,1.77
Dreamweaver,Коmар,15,12,3,12.47,18.6,15.53,0.2759,0.97
JarJar,luisarlen23,14,1,13,16.5,4.71,10.61,0.0893,1.32
JarJar,Коmар,12,7,5,15.75,16.92,16.33,0.7576,0.73
ManBonAs,m.melkowski1,8,0,8,23.75,6.12,14.94,0.0,0.54
Nocek,masterv5983,9,6,3,11.33,16.33,13.83,0.5797,0.65
Quali,blankE,46,44,2,5.3,15.33,10.32,0.0281,4.46
Quali,luisarlen23,34,16,18,6.24,5.76,6.0,0.8556,5.67
Quali,Коmар,26,24,2,5.65,18.42,12.04,0.0733,2.16
S31gn3ur Chr3t13n,bullzebub,10,7,3,9.1,15.6,12.35,0.5,0.81
S31gn3ur Chr3t13n,luisarlen23,22,10,12,5.95,5.68,5.82,0.8264,3.78
S31gn3ur Chr3t13n,Коmар,18,18,0,5.22,17.78,11.5,0.0,1.57
blankE,bullzebub,7,3,4,19.14,17.57,18.36,0.8163,0.38
blankE,luisarlen23,21,2,19,16.52,5.43,10.98,0.103,1.91
blankE,masterv5983,24,11,13,15.58,13.88,14.73,0.8333,1.63
blankE,Коmар,13,9,4,15.46,18.54,17.0,0.4923,0.76
btroitsk,luisarlen23,11,6,5,8.0,10.36,9.18,0.8658,1.2
btroitsk,Коmар,8,6,2,10.75,20.12,15.44,0.4167,0.52
bullzebub,camoutbussin,7,2,5,18.14,9.43,13.79,0.4969,0.51
bullzebub,m.melkowski1,12,1,11,17.17,6.0,11.58,0.1111,1.04
camoutbussin,luisarlen23,12,7,5,6.83,8.83,7.83,0.7576,1.53
camoutbussin,Коmар,8,7,1,8.62,18.12,13.38,0.1923,0.6
luisarlen23,m.melkowski1,15,9,6,8.2,6.27,7.23,0.6957,2.07
luisarlen23,masterv5983,16,13,3,6.75,16.12,11.44,0.25,1.4
luisarlen23,Коmар,13,12,1,5.62,19.0,12.31,0.0993,1.06
masterv5983,Коmар,13,8,5,15.46,19.08,17.27,0.6689,0.75
JarJar,doniatka,12,2,10,16.42,9.42,12.92,0.2381,0.93
JarJar,khang.pham2401,14,7,7,16.71,18.36,17.54,1.0,0.8
ManBonAs,Xrenoid,8,1,7,20.62,12.38,16.5,0.1923,0.48
Quali,wally_punisher,7,7,0,6.43,22.71,14.57,0.0,0.48
S31gn3ur Chr3t13n,doniatka,19,13,6,6.21,7.89,7.05,0.4678,2.69
S31gn3ur Chr3t13n,khang.pham2401,19,17,2,7.84,17.32,12.58,0.1203,1.51
TheHunter222,doniatka,7,4,3,10.86,9.71,10.29,0.8163,0.68
camoutbussin,doniatka,11,8,3,6.18,8.45,7.32,0.4364,1.5
camoutbussin,khang.pham2401,10,9,1,7.9,16.5,12.2,0.1429,0.82
doniatka,khang.pham2401,13,12,1,7.31,17.92,12.62,0.0993,1.03
doniatka,masterv5983,16,13,3,9.19,15.81,12.5,0.25,1.28
khang.pham2401,m.melkowski1,17,2,15,19.18,6.65,12.91,0.1426,1.32
Booorman,Quali,7,0,7,13.14,6.43,9.79,0.0,0.72
Booorman,Skoops!,7,3,4,13.14,6.43,9.79,0.8163,0.72
Odin_Gr,Skoops!,9,1,8,19.22,12.0,15.61,0.1646,0.58
Odin_Gr,Xrenoid,7,1,6,18.14,9.57,13.86,0.2286,0.51
Odin_Gr,masterv5983,11,5,6,18.18,14.91,16.55,0.8658,0.66
Quali,Skoops!,51,33,18,5.69,8.63,7.16,0.4034,7.13
Quali,flowerlady32,12,12,0,5.67,15.58,10.62,0.0,1.13
Quali,genevrier_ou,33,32,1,5.12,15.12,10.12,0.0238,3.26
Quali,z_iodine,14,13,1,7.0,19.93,13.46,0.0893,1.04
Skoops!,Xrenoid,24,14,10,9.38,10.54,9.96,0.6944,2.41
Skoops!,btroitsk,13,7,6,9.38,10.15,9.77,0.8791,1.33
Skoops!,bullzebub,7,5,2,8.29,19.0,13.64,0.4969,0.51
Skoops!,camoutbussin,20,8,12,8.1,9.05,8.57,0.6667,2.33
Skoops!,flowerlady32,9,7,2,8.78,15.11,11.94,0.3556,0.75
Skoops!,genevrier_ou,25,21,4,8.04,14.48,11.26,0.173,2.22
Skoops!,m.melkowski1,20,5,15,10.1,6.6,8.35,0.3333,2.4
Skoops!,masterv5983,23,19,4,8.91,14.74,11.83,0.1988,1.94
Skoops!,z_iodine,8,7,1,10.88,19.5,15.19,0.1923,0.53
Xrenoid,bullzebub,8,6,2,10.75,18.12,14.44,0.4167,0.55
Xrenoid,genevrier_ou,20,18,2,8.3,13.85,11.08,0.1111,1.81
flowerlady32,genevrier_ou,9,4,5,15.67,15.11,15.39,0.8466,0.58
genevrier_ou,masterv5983,15,7,8,15.13,14.4,14.77,0.8889,1.02
m.melkowski1,z_iodine,9,9,0,7.22,22.22,14.72,0.0,0.61
Dreamweaver,Jeeda Sensei,40,3,37,12.85,4.42,8.64,0.0556,4.63
Dreamweaver,Zap,8,7,1,13.5,19.75,16.62,0.1923,0.48
Jeeda Sensei,Xrenoid,42,34,8,4.71,9.55,7.13,0.1656,5.89
Jeeda Sensei,Zap,16,15,1,6.88,19.69,13.28,0.0735,1.2
Jeeda Sensei,blankE,46,42,4,4.85,14.67,9.76,0.06,4.71
Jeeda Sensei,btroitsk,18,12,6,5.44,7.61,6.53,0.5128,2.76
Jeeda Sensei,camoutbussin,23,14,9,6.65,7.26,6.96,0.6261,3.31
Jeeda Sensei,doniatka,26,18,8,5.27,7.92,6.6,0.4103,3.94
Jeeda Sensei,genevrier_ou,33,31,2,4.48,15.45,9.97,0.0495,3.31
Jeeda Sensei,luisarlen23,33,18,15,5.33,5.79,5.56,0.7905,5.93
Jeeda Sensei,m.melkowski1,25,16,9,5.76,6.08,5.92,0.5333,4.22
Xrenoid,Zap,10,9,1,9.9,19.6,14.75,0.1429,0.68
Xrenoid,luisarlen23,18,3,15,11.11,5.0,8.06,0.2083,2.23
Zap,blankE,9,2,7,19.33,13.78,16.56,0.3556,0.54
Zap,camoutbussin,7,1,6,20.43,7.71,14.07,0.2286,0.5
Zap,doniatka,10,0,10,19.3,8.4,13.85,0.0,0.72
Zap,genevrier_ou,7,2,5,19.71,17.71,18.71,0.4969,0.37
Zap,m.melkowski1,9,0,9,20.56,4.78,12.67,0.0,0.71
blankE,doniatka,12,1,11,13.5,8.33,10.92,0.1111,1.1
doniatka,genevrier_ou,9,7,2,7.56,14.44,11.0,0.3556,0.82
doniatka,luisarlen23,13,4,9,7.46,6.0,6.73,0.4923,1.93
genevrier_ou,luisarlen23,16,1,15,17.38,6.5,11.94,0.0735,1.34
Blumpo Gripliskin,Skoops!,7,7,0,3.71,9.71,6.71,0.0,1.04
Blumpo Gripliskin,masterv5983,7,6,1,6.14,16.86,11.5,0.2286,0.61
Dreamweaver,Skoops!,29,7,22,12.66,8.34,10.5,0.2759,2.76
Skoops!,austin_midd,8,2,6,14.5,8.12,11.31,0.4167,0.71
Skoops!,luisarlen23,21,6,15,10.57,6.76,8.67,0.3941,2.42
austin_midd,luisarlen23,8,2,6,12.0,5.88,8.94,0.4167,0.9
Dreamweaver,jjjeffer78,14,13,1,10.71,22.64,16.68,0.0893,0.84
Dreamweaver,khang.pham2401,11,7,4,12.0,16.18,14.09,0.6324,0.78
JarJar,Skoops!,23,3,20,17.39,8.87,13.13,0.141,1.75
JarJar,jjjeffer78,10,7,3,17.9,22.2,20.05,0.5,0.5
Quali,jjjeffer78,23,23,0,5.26,22.09,13.67,0.0,1.68
Skoops!,jjjeffer78,19,17,2,8.84,22.11,15.47,0.1203,1.23
Skoops!,khang.pham2401,18,16,2,10.61,17.67,14.14,0.1307,1.27
jjjeffer78,khang.pham2401,10,2,8,22.3,16.5,19.4,0.3077,0.52
jjjeffer78,m.melkowski1,8,0,8,22.62,7.75,15.19,0.0,0.53
jjjeffer78,masterv5983,10,0,10,24.5,12.6,18.55,0.0,0.54
Blumpo Gripliskin,Jeeda Sensei,12,6,6,6.0,5.08,5.54,1.0,2.17
Blumpo Gripliskin,Xrenoid,8,5,3,7.5,10.38,8.94,0.6818,0.9
Blumpo Gripliskin,blankE,7,6,1,7.0,16.57,11.79,0.2286,0.59
Dreamweaver,yaelsky96,7,3,4,12.0,9.29,10.64,0.8163,0.66
Jeeda Sensei,Quali,71,46,25,4.21,5.27,4.74,0.3435,14.98
Jeeda Sensei,mjwb,7,7,0,4.86,20.43,12.64,0.0,0.55
Jeeda Sensei,yaelsky96,11,11,0,3.09,10.18,6.64,0.0,1.66
Quali,yaelsky96,12,9,3,5.08,10.83,7.96,0.3846,1.51
Xrenoid,yaelsky96,7,6,1,8.71,13.14,10.93,0.2286,0.64
Grimning,Jeeda Sensei,36,1,35,20.25,4.0,12.12,0.0206,2.97
Grimning,Quali,36,1,35,20.42,4.69,12.56,0.0206,2.87
Grimning,S31gn3ur Chr3t13n,26,0,26,19.92,4.81,12.37,0.0,2.1
Grimning,Xrenoid,16,1,15,19.06,8.88,13.97,0.0735,1.15
Grimning,btroitsk,8,0,8,21.38,8.5,14.94,0.0,0.54
Grimning,genevrier_ou,21,6,15,18.86,14.0,16.43,0.3941,1.28
Grimning,hrejarz2,14,4,10,23.71,19.71,21.71,0.4396,0.64
Grimning,m.melkowski1,7,0,7,23.29,7.57,15.43,0.0,0.45
Jeeda Sensei,ManBonAs,7,7,0,6.29,21.0,13.64,0.0,0.51
Jeeda Sensei,S31gn3ur Chr3t13n,48,36,12,4.02,5.79,4.91,0.2273,9.78
Jeeda Sensei,hrejarz2,20,19,1,4.2,21.25,12.72,0.0526,1.57
S31gn3ur Chr3t13n,hrejarz2,18,16,2,6.5,19.94,13.22,0.1307,1.36
genevrier_ou,hrejarz2,9,7,2,17.0,22.22,19.61,0.3556,0.46
BigOak,Jeeda Sensei,10,1,9,16.4,4.5,10.45,0.1429,0.96
BigOak,Quali,11,1,10,16.36,5.18,10.77,0.1254,1.02
BigOak,doniatka,9,2,7,17.11,9.11,13.11,0.3556,0.69
BigOak,m.melkowski1,9,1,8,17.67,5.67,11.67,0.1646,0.77
Dangil Sparda,Jeeda Sensei,7,1,6,19.14,7.71,13.43,0.2286,0.52
Dangil Sparda,Quali,7,0,7,19.14,4.57,11.86,0.0,0.59
Dreamweaver,tsromanow,15,14,1,11.2,19.2,15.2,0.0808,0.99
Jeeda Sensei,MorganMacabre,7,7,0,2.57,25.14,13.86,0.0,0.51
Jeeda Sensei,Mubirobiro [BR],7,4,3,5.86,9.0,7.43,0.8163,0.94
Jeeda Sensei,TheHunter222,15,14,1,4.07,13.4,8.73,0.0808,1.72
Jeeda Sensei,Xial,7,7,0,5.43,17.57,11.5,0.0,0.61
