active_rank,player_name,rating,raw_rating,games_played,confidence,last_seen,days_inactive,uncertainty,is_active
1,Bidderlyn,2841.91,2145.79,130,1.0,2026-02-11,0,1.025,True
2,Jeeda Sensei,2793.3,2056.81,72,1.0,2026-02-10,1,1.025,True
3,N Prime,2762.53,2021.36,91,1.0,2026-02-09,2,1.225,True
4,S31gn3ur Chr3t13n,2697.36,1958.6,131,1.0,2026-02-11,0,1.025,True
5,Quali,2677.03,1941.56,171,1.0,2026-02-11,0,1.025,True
6,luisarlen23,2642.67,1914.86,35,1.0,2026-02-10,1,1.075,True
7,Skoops!,2565.54,1862.42,79,1.0,2026-02-11,0,1.025,True
8,Siker_7,2487.74,1817.19,42,1.0,2026-02-11,0,1.075,True
9,Xrenoid,2461.95,1803.49,109,1.0,2026-02-09,2,1.1,True
10,Conroy Milk,2293.85,1725.4,28,0.93,2026-02-07,4,1.025,True
11,Skit,2176.1,1679.06,27,0.9,2026-02-10,1,1.025,True
12,Dreamweaver,2155.13,1671.34,79,1.0,2026-02-11,0,1.025,True
13,maximeeepje,2093.72,1649.51,50,1.0,2026-02-10,1,1.25,True
14,Reynauld,2022.51,1625.49,16,0.53,2026-02-08,3,1.2,True
15,TheHunter222,2017.09,1623.71,45,1.0,2026-02-11,0,1.25,True
16,fmc91,1958.27,1604.86,14,0.47,2026-02-10,1,1.05,True
17,masterv5983,1936.85,1598.19,111,1.0,2026-02-11,0,1.05,True
18,yaelsky96,1903.15,1587.88,23,0.77,2026-02-10,1,1.025,True
19,blankE,1897.12,1586.05,100,1.0,2026-02-11,0,1.025,True
20,Laska,1891.59,1584.39,15,0.5,2026-02-11,0,1.1,True
21,genevrier_ou,1846.77,1571.11,35,1.0,2026-02-11,0,1.025,True
22,tsromanow,1804.35,1558.88,27,0.9,2026-02-11,0,1.025,True
23,JarJar,1743.6,1541.91,68,1.0,2026-02-11,0,1.05,True
24,bullzebub,1740.39,1541.03,24,0.8,2026-02-06,5,1.25,True
25,flowerlady32,1653.57,1517.93,36,1.0,2026-02-10,1,1.075,True
26,Barbaferro,1639.02,1514.18,36,1.0,2026-02-09,2,1.25,True
27,Frango,1568.63,1496.61,25,0.83,2026-02-11,0,1.075,True
28,Zap,1486.16,1475.4,32,1.0,2026-02-09,2,1.25,True
29,valtry,1480.76,1473.44,19,0.63,2026-02-11,0,1.025,True
30,Коmар,1478.42,1472.59,40,1.0,2026-02-08,3,1.025,True
31,Varravann,1449.69,1462.14,24,0.8,2026-02-09,2,1.075,True
32,schmendrikson,1447.97,1461.51,34,1.0,2026-02-11,0,1.025,True
33,Hirow,1442.4,1459.47,29,0.97,2026-02-11,0,1.2,True
34,Lovis,1427.77,1454.08,33,1.0,2026-02-04,7,1.025,True
35,Grimning,1427.23,1453.88,36,1.0,2026-02-10,1,1.05,True
36,Dangil Sparda,1402.25,1444.57,7,0.23,2026-02-05,6,1.25,True
37,augustboyer198,1381.0,1436.5,13,0.43,2026-02-04,7,1.225,True
38,Draghmar 🐲,1371.56,1432.86,10,0.33,2026-02-11,0,1.05,True
39,Pask74,1351.55,1425.01,11,0.37,2026-02-07,4,1.025,True
40,hrejarz2,1327.85,1415.45,76,1.0,2026-02-11,0,1.075,True
41,Mr_Aapies,1312.02,1408.87,23,0.77,2026-02-09,2,1.025,True
42,vyacheslavmurzagulov,1303.86,1405.4,8,0.27,2026-02-10,1,1.25,True
43,Gonzalo,1283.56,1396.54,11,0.37,2026-02-04,7,1.025,True
44,wally_punisher,1277.68,1393.91,7,0.23,2026-02-08,3,1.075,True
45,BTsin,1258.93,1385.27,8,0.27,2026-02-10,1,1.175,True
46,Kola Koala,1239.07,1375.65,9,0.3,2026-02-04,7,1.25,True
47,Bananahammockjoe,1236.01,1374.12,13,0.43,2026-02-08,3,1.025,True
48,jamiebagley233,1235.51,1373.87,10,0.33,2026-02-06,5,1.25,True
49,slaaneshtgof,1228.0,1370.06,35,1.0,2026-02-11,0,1.125,True
50,Halswein,1219.53,1365.64,15,0.5,2026-02-10,1,1.075,True
51,Lucyyyyy,1190.92,1349.75,12,0.4,2026-02-06,5,1.1,True
52,DavidPrime83,1188.87,1348.54,14,0.47,2026-02-10,1,1.05,True
53,jjjeffer78,1161.92,1331.66,23,0.77,2026-02-10,1,1.175,True
54,MorganMacabre,1147.47,1321.66,7,0.23,2026-02-08,3,1.075,True
55,benreichardt,1113.91,1294.8,14,0.47,2026-02-05,6,1.025,True
56,Hfmotta,1112.7,1293.71,18,0.6,2026-02-04,7,1.1,True
