active_rank,player_name,rating,raw_rating,games_played,confidence,last_seen,days_inactive,uncertainty,is_active
1,Bidderlyn,2829.67,2113.75,132,1.0,2026-02-13,0,1.025,True
2,Jeeda Sensei,2803.45,2067.98,74,1.0,2026-02-13,0,1.025,True
3,N Prime,2764.28,2021.36,91,1.0,2026-02-09,4,1.225,True
4,S31gn3ur Chr3t13n,2712.48,1970.24,133,1.0,2026-02-13,0,1.025,True
,Zu,2709.96,1967.97,56,1.0,2025-11-28,77,1.1,False
5,Quali,2693.98,1954.03,173,1.0,2026-02-13,0,1.025,True
6,luisarlen23,2644.71,1914.86,35,1.0,2026-02-10,3,1.075,True
,soc.from.ub.kodao,2627.84,1902.57,63,1.0,2025-11-08,97,1.15,False
,Blumpo Gripliskin,2589.49,1876.37,70,1.0,2026-01-23,21,1.025,False
,camoutbussin,2537.66,1844.19,44,1.0,2026-01-30,14,1.05,False
7,Skoops!,2513.8,1830.41,80,1.0,2026-02-12,1,1.025,True
,m.melkowski1,2511.25,1828.98,42,1.0,2026-01-02,42,1.05,False
8,Xrenoid,2459.58,1801.13,111,1.0,2026-02-13,0,1.025,True
9,Siker_7,2451.58,1797.01,44,1.0,2026-02-13,0,1.025,True
,Rubens,2436.33,1789.32,58,1.0,2025-12-09,66,1.025,False
,doniatka,2422.98,1782.72,30,1.0,2026-01-19,25,1.1,False
,Mubirobiro [BR],2400.25,1771.77,56,1.0,2025-12-30,45,1.1,False
,btroitsk,2346.44,1747.12,99,1.0,2026-02-02,11,1.025,False
10,Conroy Milk,2295.9,1725.4,28,0.93,2026-02-07,6,1.025,True
,austin_midd,2265.57,1712.95,17,0.57,2025-12-20,55,1.025,False
11,Skit,2224.57,1696.73,29,0.97,2026-02-13,0,1.025,True
,Rosewood,2202.84,1688.39,48,1.0,2025-10-08,128,1.025,False
,Jhon Whisky,2179.97,1679.8,5,0.17,2026-01-13,31,1.25,False
,Covert Skeleton,2154.39,1670.4,60,1.0,2026-01-15,29,1.25,False
,群傻搬象Sesquipedalianism,2138.03,1664.5,7,0.23,2025-08-13,184,1.025,False
12,Dreamweaver,2136.88,1664.09,80,1.0,2026-02-12,1,1.025,True
,Madnukin,2116.75,1656.95,23,0.77,2026-01-30,14,1.25,False
13,gitm_4,2116.67,1656.92,16,0.53,2026-02-13,0,1.025,True
,Kozlak,2095.88,1649.66,35,1.0,2025-10-09,127,1.1,False
14,maximeeepje,2095.43,1649.51,50,1.0,2026-02-10,3,1.25,True
,ricardo_lbrugnago,2081.59,1644.74,10,0.33,2026-01-17,27,1.25,False
,Dan,2077.75,1643.43,13,0.43,2025-12-03,72,1.025,False
