active_rank,player_name,rating,raw_rating,games_played,confidence,last_seen,days_inactive,uncertainty,is_active
1,Bidderlyn,2769.44,2091.4,70,1.0,2026-02-13,0,1.025,True
2,Jeeda Sensei,2738.09,2054.91,74,1.0,2026-02-13,0,1.025,True
3,N Prime,2668.01,1986.09,27,0.9,2026-02-09,4,1.225,True
4,S31gn3ur Chr3t13n,2637.47,1960.18,61,1.0,2026-02-13,0,1.025,True
5,Quali,2616.36,1943.38,90,1.0,2026-02-13,0,1.025,True
6,luisarlen23,2562.71,1904.11,35,1.0,2026-02-10,3,1.075,True
7,Skoops!,2430.74,1822.81,52,1.0,2026-02-12,1,1.025,True
,camoutbussin,2429.52,1822.13,32,1.0,2026-01-30,14,1.05,False
,m.melkowski1,2396.91,1804.54,42,1.0,2026-01-02,42,1.05,False
8,Siker_7,2363.84,1787.47,42,1.0,2026-02-13,0,1.025,True
9,Xrenoid,2362.72,1786.91,52,1.0,2026-02-13,0,1.025,True
,Blumpo Gripliskin,2332.24,1771.81,15,0.5,2026-01-23,21,1.025,False
,doniatka,2322.22,1766.97,30,1.0,2026-01-19,25,1.1,False
10,Conroy Milk,2223.07,1721.84,28,0.93,2026-02-07,6,1.025,True
,Zu,2208.8,1715.71,10,0.33,2025-11-28,77,1.1,False
,btroitsk,2206.22,1714.61,36,1.0,2026-02-02,11,1.025,False
11,Skit,2158.19,1694.63,29,0.97,2026-02-13,0,1.025,True
,austin_midd,2154.7,1693.21,16,0.53,2025-12-20,55,1.025,False
,Rubens,2149.53,1691.12,10,0.33,2025-12-09,66,1.025,False
,Mubirobiro [BR],2148.26,1690.6,14,0.47,2025-12-30,45,1.1,False
12,yaelsky96,2108.09,1674.66,12,0.4,2026-02-10,3,1.025,True
,Jhon Whisky,2092.84,1668.74,5,0.17,2026-01-13,31,1.25,False
13,Dreamweaver,2063.07,1657.4,50,1.0,2026-02-12,1,1.025,True
14,gitm_4,2042.26,1649.62,16,0.53,2026-02-13,0,1.025,True
15,fmc91,2003.74,1635.54,16,0.53,2026-02-13,0,1.025,True
16,Reynauld,1960.84,1620.3,16,0.53,2026-02-08,5,1.2,True
,AGR_Inbound,1960.71,1620.25,6,0.2,2025-12-03,72,1.05,False
,Dan,1959.6,1619.86,13,0.43,2025-12-03,72,1.025,False
,ricardo_lbrugnago,1944.3,1614.54,4,0.13,2026-01-17,27,1.25,False
,Covert Skeleton,1911.16,1603.19,11,0.37,2026-01-15,29,1.25,False
17,blankE,1910.21,1602.87,50,1.0,2026-02-12,1,1.025,True
18,genevrier_ou,1884.71,1594.3,37,1.0,2026-02-13,0,1.025,True
19,TheHunter222,1883.33,1593.85,24,0.8,2026-02-11,2,1.25,True
,Nocek,1880.91,1593.04,16,0.53,2025-12-10,65,1.1,False
20,masterv5983,1874.7,1590.98,42,1.0,2026-02-11,2,1.05,True
,Vadd,1843.51,1580.76,4,0.13,2025-12-05,70,1.2,False
21,Laska,1821.91,1573.8,15,0.5,2026-02-11,2,1.1,True
,Madnukin,1821.54,1573.68,5,0.17,2026-01-30,14,1.25,False
22,tsromanow,1811.13,1570.36,28,0.93,2026-02-13,0,1.05,True
,AniBunny,1791.61,1564.19,3,0.1,2026-02-09,4,1.075,False
23,maximeeepje,1787.88,1563.02,12,0.4,2026-02-10,3,1.25,True
,DIBRAS,1775.25,1559.07,6,0.2,2025-12-31,44,1.05,False
24,flowerlady32,1771.71,1557.97,13,0.43,2026-02-13,0,1.025,True
25,JarJar,1761.07,1554.68,41,1.0,2026-02-13,0,1.05,True
,Thanos,1737.91,1547.59,2,0.07,2025-12-28,47,1.025,False
,Booorman,1737.05,1547.33,8,0.27,2026-02-02,11,1.1,False
,mishaaku,1729.9,1545.16,4,0.13,2025-11-15,90,1.05,False
,greattwizzler,1725.61,1543.86,3,0.1,2025-12-03,72,1.025,False
,Proxy,1715.72,1540.89,1,0.03,2025-11-17,88,1.0,False
,Thursday,1714.54,1540.54,1,0.03,2025-11-10,95,1.0,False
,GeekDoesStuff,1710.16,1539.23,1,0.03,2025-11-24,81,1.0,False
,Masterspades,1709.34,1538.98,2,0.07,2025-11-26,79,1.25,False
,grahamthehuman,1704.4,1537.51,4,0.13,2025-11-27,78,1.05,False
,imnickio2,1699.95,1536.19,5,0.17,2025-12-12,63,1.25,False
,BekfastStealer,1699.48,1536.05,1,0.03,2025-11-17,88,1.0,False
,adresmarka,1696.17,1535.07,1,0.03,2025-12-30,45,1.0,False
,r3coil,1695.93,1535.0,2,0.07,2025-11-25,80,1.25,False
,Black_Stark,1693.26,1534.21,1,0.03,2025-11-16,89,1.0,False
,Robsje,1691.46,1533.67,1,0.03,2025-11-12,93,1.0,False
,headhuntman,1687.85,1532.61,1,0.03,2025-11-26,79,1.0,False
,Christian Kaiser,1686.74,1532.28,3,0.1,2026-02-09,4,1.075,False
,AxelKeyzer,1686.58,1532.24,1,0.03,2026-01-10,34,1.0,False
,Jannik,1686.31,1532.16,3,0.1,2025-11-15,90,1.075,False
,Ralf Schumacher,1683.8,1531.42,1,0.03,2026-01-09,35,1.0,False
,patrykelektryk,1683.53,1531.34,2,0.07,2026-01-09,35,1.175,False
,Gone dark.,1683.27,1531.27,1,0.03,2025-11-10,95,1.0,False
,seagull,1682.64,1531.08,1,0.03,2025-12-03,72,1.0,False
,Moody Blues,1681.49,1530.74,1,0.03,2026-02-12,1,1.0,False
,Ljinsta_SKOJ,1679.58,1530.18,2,0.07,2026-01-06,38,1.075,False
,Calyceus,1677.53,1529.58,1,0.03,2025-11-14,91,1.0,False
,semperpsychotic,1677.53,1529.58,6,0.2,2025-12-23,52,1.25,False
,horst-van-panzer,1675.97,1529.13,2,0.07,2025-11-27,78,1.075,False
,J.M.AVON,1674.17,1528.6,2,0.07,2025-11-14,91,1.05,False
,Augustin,1673.68,1528.46,2,0.07,2025-12-28,47,1.25,False
,Nando Rekel,1673.43,1528.39,1,0.03,2025-11-16,89,1.0,False
,HungryFred,1673.15,1528.3,1,0.03,2025-11-17,88,1.0,False
,Lycerker,1672.25,1528.04,1,0.03,2025-11-24,81,1.0,False
,Friendo,1671.06,1527.69,1,0.03,2025-11-22,83,1.0,False
,Zardon,1668.95,1527.08,1,0.03,2025-11-29,76,1.0,False
,demitype,1665.76,1526.15,1,0.03,2025-11-24,81,1.0,False
,micerang,1664.69,1525.84,1,0.03,2025-11-12,93,1.0,False
